Restaurant,Menu Header,Menu Item,Rate,What people love here
Pisa,Indian Bread,Aloo Paratha,25,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Indian Bread,Mully/Methi Paratha,25,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Indian Bread,Keema Naan /Kulcha,50,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Indian Bread,Keema Paratha,50,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Indian Bread,Kashmiri Naan,50,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,Dal Fry,70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,DalTadka,80,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,Dal Jeera,70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,Dal Butter   ,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,Dal Makhani,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Dal Preparation,Dal Mughli,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Gravy Rice,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Masala Rice,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Chicken Biryani,160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Mutton Biryani,170,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Fish Biryani,160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Egg Biryani,120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Plain Rice,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Jeera Fried Rice,70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Onion Rice,70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Veg.Biryani,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Veg. Pulao,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Kaju Biryani,120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Green Peas Pulao,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Kashmiri Pulao,110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Paneer Biryani,130,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Matter Paneer Biryani,120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,"Veg,Hyadarabadi Biryani",110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Butter Kichdi,120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rice,Curd Rice,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Deserts,Gulabiamun,30,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Deserts,Rashgulla,40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Deserts,Moong Dal Halwa,40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Deserts,Gajar Halwa,40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Super Premium(Large),650,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Super Premium(small),330,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Premium  (Large),430,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Premium  (small),220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Premium  (Jameson) (Large),380,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Premium  (Jameson) (small),200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Deluxe  (Large),300,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Deluxe  (small),160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch  (Large),260,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch  (small),140,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Regular  (Large),200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Scotch Regular  (small),110,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Super Premium (Large),150,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Super Premium (small),80,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Super Deluxe (Large),120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Super Deluxe (small),70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Premuim (Large),120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Premuim (small),70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Regular (Large),100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Regular (small),55,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Prestige (Large),100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Prestige (small),55,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Mc Dowell’sNo.1 Whisky (Large),90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Whisky,Mc Dowell’sNo.1 Whisky (small),50,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Super Premium (Large),300,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Super Premium (Small),160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Premium Surreme (Large),120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Premium Surreme (Small),70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Regular (Large),75,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Regular (Small),40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Tequila,250,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Rum,Bacardi Breezer,170,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Brandy,Mansion House (Large),100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Brandy,Mansion House (Small),60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Brandy,Honey Be (Large),75,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Brandy,Honey Be (Small),40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Gine,Premium (Large),300,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Gine,Premium (Small),160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Gine,Regular (Large),75,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Gine,Regular (Small),40,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Super Premium (Large),300,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Super Premium (Small),160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Super Deluxe (Large),280,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Super Deluxe (small),150,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Premium (Large),120,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Premium (Small),70,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Regular (Large),100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Vodka,Regular (Small),55,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Heineken (Qts),320,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Heineken (Can),260,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,King Fisher (Qts),200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,King Fisher (Can),160,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Haywards 5000 (Qts),200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Haywards 5000  (Can),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Fosters  (Qts),220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Fosters  (Can),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Tuberg  (Qts),220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Tuberg  (Can),170,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,King Fisher Ultra  (Qts),280,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,King Fisher Ultra  (Can),220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Budwiser  (Qts),280,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Budwiser  (Can),220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Miller  (Qts),290,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Beer,Miller  (Can),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Jacobe Creek  (180ml),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Jacobe Creek  (360ml),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Jacobe Creek  (Qts),1400,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Sula  (180ml),250,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Sula  (360ml),450,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Sula  (Qts),900,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Four Seasons  (180ml),300,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Four Seasons  (360ml),600,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Four Seasons  (Qts),1000,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Nine Hills  (180ml),250,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Nine Hills  (360ml),500,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Nine Hills  (Qts),1050,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Champagne (MDP)  (180ml),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Champagne (MDP)  (360ml),,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Wine,Champagne (MDP)  (Qts),1250,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Whishy Sour,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,bloody Marry,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Screw Driver,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Blue Lagon,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Summer Breez,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Salty Dog,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Rum Colling,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Pinacolada,220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Planter’s Punch,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Mojito ,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Gimlet,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Tom Collins,200,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Margerita,220,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Cocktail,Sunrice,290,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,blue Angel ,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Pink Panther,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Big Smile,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Green Tempation,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Casino Royal,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,virgin Monto,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Colabita,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Blose On Ice,60,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Fruit Punch,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Virgin Pina Colda,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Red wings,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,On The Beach,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Virgin Marry,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Mango Marry,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Black Beauty,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Yellow Bird,90,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Sanorita,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Barby Doll,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Pisa,Mocktail,Monta’Q,100,"Butter Chicken, Boti Chicken, Tandoori Chicken, Rice, Naan, Chicken Lollipop, Afghan Chicken"
Prij,Fried Rice and Noodles,Chicken Fried Rice,210,
Prij,Rice and Biryani,Jeera Rice,120,
Prij,Rice and Biryani,Murgh Biryani,250,
Prij,Breads,Tandoori Roti,15,
Prij,Main Course,Dal Fry,100,
Prij,Snacks and Chaats,Pav Bhaji,100,
Prij,Thali,Veg Economical Thali,299,
Prij,Thali,"Veg Standard Thali (Curry,Rice)",399,
Prij,Thali,"Veg Standard Thali (Korta,Biryani)",399,
Prij,Thali,Non Veg Economical Thali,499,
Prij,Thali,Non Veg Standard  (Rice),599,
Prij,Thali,Non Veg Standard (Biryani),599,
Prij,Salads,Macroni Salad,90,
Prij,Salads,Corn Salad,80,
Prij,Veg Starters,Hara Bhara Kabab,100,
Prij,Veg Starters,Veg Kabab Platter,240,
Prij,Veg Starters,Paneer Platter,280,
Prij,Veg Starters,Boti Paneer,130,
Prij,Veg Starters,Paneer Tikka ,130,
Prij,Veg Starters,Paneer Zafrani Tikka,130,
Prij,Veg Starters,Veg Seekh Kabab,120,
Prij,Veg Starters,Veg Sholay Kabab,120,
Prij,Veg Starters,Dahi Kabab,120,
Prij,Veg Starters,Paneer 65,120,
Prij,Veg Starters,Paneer Sathay,120,
Prij,Veg Starters,Veg Kothey,140,
Prij,Veg Starters,Veg Spring Roll,120,
Prij,Veg Starters,Veg Manchurian,110,
Prij,Veg Starters,Veg Lollipop,140,
Prij,Veg Starters,Gobhi Manchurian,130,
Prij,Veg Starters,Chilli Mushroom,150,
Prij,Veg Starters,Chilli Paneer,140,
Prij,Veg Starters,Chilli Baby Corn,150,
Prij,Non Veg Starters,Tandoori Khazana,450,
Prij,Non Veg Starters,Indori Tandoori Murgh (Half,150,
Prij,Non Veg Starters,Indori Tandoori Murgh (Full),250,
Prij,Non Veg Starters,Murgh Guldasta,290,
Prij,Non Veg Starters,Murgh Malai Tikka,210,
Prij,Non Veg Starters,Murgh Hazari,210,
Prij,Non Veg Starters,Murgh Tikka,200,
Prij,Non Veg Starters,Murgh Peshawari Tikka,220,
Prij,Non Veg Starters,Boti Murgh Tikka,230,
Prij,Non Veg Starters,Murgh Kalimirch Tikka,220,
Prij,Non Veg Starters,Bhuna Murgh ,220,
Prij,Non Veg Starters,Bharwan Tangdi Kabab,240,
Prij,Non Veg Starters,Chicken Manchurian,210,
Prij,Non Veg Starters,Chicken Sathay,220,
Prij,Non Veg Starters,Tangdi Kabab,240,
Prij,Non Veg Starters,Chicken 65,210,
Prij,Non Veg Starters,Chicken Lollipop ,210,
Prij,Non Veg Starters,Chilli Chicken ,220,
Prij,Non Veg Starters,Indori Chicken Strips,220,
Prij,Non Veg Starters,Indori Chicken Nuggets,220,
Prij,Non Veg Starters,Bhuna Gosht,250,
Prij,Non Veg Starters,Fish Fry Indori,240,
Prij,Non Veg Starters,Fish Amritsari,240,
Prij,Non Veg Starters,Fish Finger,240,
Prij,Non Veg Starters,Fish Tikka,240,
Prij,Non Veg Starters,Fish Malai Tikka,240,
Prij,Kashmiri Veg Starters,Paneer Kebab Kanti,190,
Prij,Kashmiri Veg Starters,Nadur Monge,160,
Prij,Kashmiri Veg Starters,Veth Chaman,180,
Prij,Kashmiri Veg Starters,Tandoori Aloo,110,
Prij,Kashmiri Veg Starters,Aloo Churma,110,
Prij,Kashmiri Veg Starters,Tandoor Se Soya Chaap,180,
Prij,Kashmiri Veg Starters,Yaaz,140,
Prij,Kashmiri Non Veg Starters,Chicken Kebab Kantii,250,
Prij,Kashmiri Non Veg Starters,Chicken Yakhni (Half),170,
Prij,Kashmiri Non Veg Starters,Chicken Yakhni (Full),240,
Prij,Kashmiri Non Veg Starters,Kashmiri Chicken Kanti,200,
Prij,Kashmiri Non Veg Starters,Boneless Mutton Kanti (Half),270,
Prij,Kashmiri Non Veg Starters,Boneless Mutton Kanti (Full),350,
Prij,Kashmiri Non Veg Starters,Mutton Yakhni (Half),199,
Prij,Kashmiri Non Veg Starters,Mutton Yakhni (Fulll),299,
Prij,Kashmiri Non Veg Starters,Kabar-Gah,400,
Prij,Kashmiri Non Veg Starters,Seekh Kebab,220,
Prij,Kashmiri Non Veg Starters,Tabakh Maaz,300,
Prij,Kashmiri Non Veg Starters,Marinated Fried Fish,200,
Prij,Veg Starters,Hera Bhara Kabab,100,
Prij,Veg Starters,Veg Kabab Platter,320,
Prij,Veg Starters,Paneer Platter,320,
Prij,Veg Starters,Boti Paneer,150,
Prij,Veg Starters,Paneer Tikka ,160,
Prij,Veg Starters,Paneer Zafrani Tikka,169,
Prij,Veg Starters,Veg Seekh Kabab,159,
Prij,Veg Starters,Veg Sholay Kabab,150,
Prij,Veg Starters,Paneer Malai,170,
Prij,Veg Starters,Paneer Hariyali Tikka,160,
Prij,Veg Starters,Mushroom Tikka,160,
Prij,Veg Starters,Makai Malai Seekh Kabab,160,
Prij,Veg Starters,Dahi Kabab,110,
Prij,Veg Starters,Corn Tikki [8 Pieces],150,
Prij,Veg Starters,Paneer 65,160,
Prij,Veg Starters,Paneer Sathay,150,
Prij,Veg Starters,Veg Kothey,120,
Prij,Veg Starters,Veg Spring Roll,149,
Prij,Veg Starters,Veg Manchurian,149,
Prij,Veg Starters,Veg Lollipop,169,
Prij,Veg Starters,Gobhi Manchurian,149,
Prij,Veg Starters,Chilli Mushroom,160,
Prij,Veg Starters,Chilli Paneer,150,
Prij,Veg Starters,Chilli Baby Corn,139,
Prij,Veg Starters,Crispy Corn,150,
Prij,Veg Starters,Honey Chilli Potato,150,
Prij,Veg Starters,French Fried,99,
Prij,Non Veg Starters,Tandoori Khazana,450,
